,Race,Age,Gender,Location,Year,Count,Population
7444,Hispanic,15–19,M,A5,2014,68.0,477.0
7445,Hispanic,15–19,M,A5,2015,83.0,491.0
7458,Hispanic,15–19,M,F2,2010,40.0,293.0
7459,Hispanic,15–19,M,F2,2011,70.0,295.0
7460,Hispanic,15–19,M,F2,2012,58.0,306.0
7461,Hispanic,15–19,M,F2,2013,81.0,309.0
7462,Hispanic,15–19,M,F2,2014,67.0,317.0
7463,Hispanic,15–19,M,F2,2015,79.0,314.0
7464,Hispanic,15–19,M,D4,2010,9.0,108.0
7465,Hispanic,15–19,M,D4,2011,4.0,95.0
7466,Hispanic,15–19,M,D4,2012,10.0,87.0
7467,Hispanic,15–19,M,D4,2013,2.0,95.0
7468,Hispanic,15–19,M,D4,2014,21.0,88.0
7469,Hispanic,15–19,M,D4,2015,12.0,86.0
7470,Hispanic,15–19,M,B3,2010,25.0,1162.0
7471,Hispanic,15–19,M,B3,2011,21.0,1059.0
7472,Hispanic,15–19,M,B3,2012,24.0,1138.0
7473,Hispanic,15–19,M,B3,2013,26.0,1144.0
7474,Hispanic,15–19,M,B3,2014,20.0,1124.0
7475,Hispanic,15–19,M,B3,2015,31.0,1085.0
7476,Hispanic,15–19,M,B2,2010,119.0,525.0
7477,Hispanic,15–19,M,B2,2011,204.0,559.0
7478,Hispanic,15–19,M,B2,2012,178.0,579.0
7479,Hispanic,15–19,M,B2,2013,113.0,568.0
7480,Hispanic,15–19,M,B2,2014,74.0,588.0
7481,Hispanic,15–19,M,B2,2015,120.0,635.0
7482,Hispanic,15–19,M,H4,2010,14.0,140.0
7483,Hispanic,15–19,M,H4,2011,16.0,144.0
7484,Hispanic,15–19,M,H4,2012,12.0,142.0
7485,Hispanic,15–19,M,H4,2013,14.0,139.0
7486,Hispanic,15–19,M,H4,2014,11.0,133.0
7487,Hispanic,15–19,M,H4,2015,10.0,133.0
7488,Hispanic,15–19,M,D6,2010,103.0,663.0
7489,Hispanic,15–19,M,D6,2011,120.0,715.0
7490,Hispanic,15–19,M,D6,2012,109.0,683.0
7491,Hispanic,15–19,M,D6,2013,97.0,727.0
7492,Hispanic,15–19,M,D6,2014,127.0,773.0
7493,Hispanic,15–19,M,D6,2015,127.0,799.0
7494,Hispanic,15–19,M,B4,2010,142.0,690.0
7495,Hispanic,15–19,M,B4,2011,174.0,714.0
7496,Hispanic,15–19,M,B4,2012,111.0,753.0
7497,Hispanic,15–19,M,B4,2013,105.0,795.0
7498,Hispanic,15–19,M,B4,2014,92.0,830.0
7499,Hispanic,15–19,M,B4,2015,105.0,873.0
7500,Hispanic,15–19,M,G6,2010,22.0,165.0
7501,Hispanic,15–19,M,G6,2011,19.0,176.0
7502,Hispanic,15–19,M,G6,2012,20.0,165.0
7503,Hispanic,15–19,M,G6,2013,15.0,158.0
7504,Hispanic,15–19,M,G6,2014,16.0,159.0
7505,Hispanic,15–19,M,G6,2015,30.0,173.0
7506,Hispanic,15–19,M,C8,2010,10.0,65.0
7507,Hispanic,15–19,M,C8,2011,11.0,73.0
7508,Hispanic,15–19,M,C8,2012,4.0,72.0
7509,Hispanic,15–19,M,C8,2013,11.0,80.0
7510,Hispanic,15–19,M,C8,2014,6.0,89.0
7511,Hispanic,15–19,M,C8,2015,14.0,95.0
7512,Hispanic,15–19,M,E7,2010,0.0,309.0
7513,Hispanic,15–19,M,E7,2011,0.0,305.0
7514,Hispanic,15–19,M,E7,2012,61.0,284.0
7515,Hispanic,15–19,M,E7,2013,58.0,294.0
7516,Hispanic,15–19,M,E7,2014,70.0,305.0
7517,Hispanic,15–19,M,E7,2015,69.0,318.0
7518,Hispanic,15–19,M,D7,2010,23.0,880.0
7519,Hispanic,15–19,M,D7,2011,25.0,881.0
7520,Hispanic,15–19,M,D7,2012,5.0,896.0
7521,Hispanic,15–19,M,D7,2013,49.0,922.0
7522,Hispanic,15–19,M,D7,2014,65.0,942.0
7523,Hispanic,15–19,M,D7,2015,68.0,990.0
7524,Hispanic,20–29,F,F4,2010,77.0,914.0
7525,Hispanic,20–29,F,F4,2011,82.0,902.0
7526,Hispanic,20–29,F,F4,2012,93.0,874.0
7527,Hispanic,20–29,F,F4,2013,58.0,850.0
7528,Hispanic,20–29,F,F4,2014,97.0,858.0
7529,Hispanic,20–29,F,F4,2015,108.0,900.0
7530,Hispanic,20–29,F,C3,2010,220.0,7568.0
7531,Hispanic,20–29,F,C3,2011,177.0,7353.0
7532,Hispanic,20–29,F,C3,2012,210.0,7142.0
7533,Hispanic,20–29,F,C3,2013,228.0,7140.0
7534,Hispanic,20–29,F,C3,2014,286.0,7155.0
7535,Hispanic,20–29,F,C3,2015,302.0,7382.0
7536,Hispanic,20–29,F,E5,2010,112.0,584.0
7537,Hispanic,20–29,F,E5,2011,155.0,578.0
7538,Hispanic,20–29,F,E5,2012,65.0,583.0
7539,Hispanic,20–29,F,E5,2013,82.0,550.0
7540,Hispanic,20–29,F,E5,2014,86.0,547.0
7541,Hispanic,20–29,F,E5,2015,82.0,561.0
7542,Hispanic,20–29,F,H6,2010,61.0,965.0
7543,Hispanic,20–29,F,H6,2011,47.0,969.0
7544,Hispanic,20–29,F,H6,2012,38.0,852.0
7545,Hispanic,20–29,F,H6,2013,46.0,835.0
7546,Hispanic,20–29,F,H6,2014,69.0,851.0
7547,Hispanic,20–29,F,H6,2015,64.0,876.0
7548,Hispanic,20–29,F,E4,2010,153.0,3626.0
7549,Hispanic,20–29,F,E4,2011,142.0,3393.0
7550,Hispanic,20–29,F,E4,2012,108.0,3247.0
7551,Hispanic,20–29,F,E4,2013,73.0,3195.0
7552,Hispanic,20–29,F,E4,2014,116.0,3175.0
7553,Hispanic,20–29,F,E4,2015,130.0,3203.0
7554,Hispanic,20–29,F,H1,2010,71.0,974.0
7555,Hispanic,20–29,F,H1,2011,69.0,878.0
7556,Hispanic,20–29,F,H1,2012,55.0,855.0
7557,Hispanic,20–29,F,H1,2013,54.0,906.0
7558,Hispanic,20–29,F,H1,2014,42.0,934.0
7559,Hispanic,20–29,F,H1,2015,56.0,970.0
7560,Hispanic,20–29,F,A4,2010,56.0,312.0
7561,Hispanic,20–29,F,A4,2011,58.0,308.0
7562,Hispanic,20–29,F,A4,2012,59.0,293.0
7563,Hispanic,20–29,F,A4,2013,89.0,321.0
7564,Hispanic,20–29,F,A4,2014,74.0,310.0
7565,Hispanic,20–29,F,A4,2015,81.0,313.0
7566,Hispanic,20–29,F,G5,2010,44.0,308.0
7567,Hispanic,20–29,F,G5,2011,43.0,308.0
7568,Hispanic,20–29,F,G5,2012,29.0,328.0
7569,Hispanic,20–29,F,G5,2013,41.0,333.0
7570,Hispanic,20–29,F,G5,2014,37.0,319.0
7571,Hispanic,20–29,F,G5,2015,34.0,347.0
7572,Hispanic,20–29,F,D1,2010,98.0,796.0
7573,Hispanic,20–29,F,D1,2011,188.0,804.0
7574,Hispanic,20–29,F,D1,2012,186.0,827.0
7575,Hispanic,20–29,F,D1,2013,132.0,855.0
7576,Hispanic,20–29,F,D1,2014,62.0,857.0
7577,Hispanic,20–29,F,D1,2015,47.0,854.0
7578,Hispanic,20–29,F,A3,2010,27.0,215.0
7579,Hispanic,20–29,F,A3,2011,19.0,217.0
7580,Hispanic,20–29,F,A3,2012,27.0,197.0
7581,Hispanic,20–29,F,A3,2013,18.0,190.0
7582,Hispanic,20–29,F,A3,2014,15.0,184.0
7583,Hispanic,20–29,F,A3,2015,25.0,171.0
7584,Hispanic,20–29,F,H5,2010,60.0,9709.0
7585,Hispanic,20–29,F,H5,2011,199.0,9567.0
7586,Hispanic,20–29,F,H5,2012,151.0,9435.0
7587,Hispanic,20–29,F,H5,2013,155.0,9352.0
7588,Hispanic,20–29,F,H5,2014,203.0,9342.0
7589,Hispanic,20–29,F,H5,2015,216.0,9634.0
7590,Hispanic,20–29,F,E1,2010,94.0,802.0
7591,Hispanic,20–29,F,E1,2011,81.0,736.0
7592,Hispanic,20–29,F,E1,2012,60.0,709.0
7593,Hispanic,20–29,F,E1,2013,79.0,713.0
7594,Hispanic,20–29,F,E1,2014,76.0,728.0
7595,Hispanic,20–29,F,E1,2015,86.0,744.0
7596,Hispanic,20–29,F,G3,2010,42.0,984.0
7597,Hispanic,20–29,F,G3,2011,88.0,939.0
7598,Hispanic,20–29,F,G3,2012,104.0,886.0
7599,Hispanic,20–29,F,G3,2013,111.0,842.0
7600,Hispanic,20–29,F,G3,2014,96.0,842.0
7601,Hispanic,20–29,F,G3,2015,115.0,874.0
7602,Hispanic,20–29,F,F1,2010,15.0,385.0
7603,Hispanic,20–29,F,F1,2011,31.0,417.0
7604,Hispanic,20–29,F,F1,2012,33.0,365.0
7605,Hispanic,20–29,F,F1,2013,23.0,360.0
7606,Hispanic,20–29,F,F1,2014,41.0,404.0
7607,Hispanic,20–29,F,F1,2015,20.0,425.0
7608,Hispanic,20–29,F,B6,2010,46.0,1523.0
7609,Hispanic,20–29,F,B6,2011,66.0,1444.0
7610,Hispanic,20–29,F,B6,2012,71.0,1308.0
7611,Hispanic,20–29,F,B6,2013,61.0,1287.0
7612,Hispanic,20–29,F,B6,2014,59.0,1330.0
7613,Hispanic,20–29,F,B6,2015,57.0,1371.0
7614,Hispanic,20–29,F,B5,2010,127.0,390.0
7615,Hispanic,20–29,F,B5,2011,82.0,351.0
7616,Hispanic,20–29,F,B5,2012,71.0,328.0
7617,Hispanic,20–29,F,B5,2013,75.0,295.0
7618,Hispanic,20–29,F,B5,2014,87.0,305.0
7619,Hispanic,20–29,F,B5,2015,100.0,293.0
7620,Hispanic,20–29,F,A8,2010,22.0,190.0
7621,Hispanic,20–29,F,A8,2011,37.0,186.0
7622,Hispanic,20–29,F,A8,2012,44.0,200.0
7623,Hispanic,20–29,F,A8,2013,32.0,192.0
7624,Hispanic,20–29,F,A8,2014,38.0,198.0
7625,Hispanic,20–29,F,A8,2015,35.0,194.0
7626,Hispanic,20–29,F,G1,2010,30.0,200.0
7627,Hispanic,20–29,F,G1,2011,32.0,185.0
7628,Hispanic,20–29,F,G1,2012,37.0,170.0
7629,Hispanic,20–29,F,G1,2013,28.0,174.0
7630,Hispanic,20–29,F,G1,2014,38.0,195.0
7631,Hispanic,20–29,F,G1,2015,37.0,207.0
7632,Hispanic,20–29,F,G4,2010,27.0,1231.0
7633,Hispanic,20–29,F,G4,2011,26.0,1176.0
7634,Hispanic,20–29,F,G4,2012,34.0,1101.0
7635,Hispanic,20–29,F,G4,2013,57.0,1104.0
7636,Hispanic,20–29,F,G4,2014,53.0,1107.0
7637,Hispanic,20–29,F,G4,2015,56.0,1097.0
7638,Hispanic,20–29,F,C1,2010,87.0,636.0
7639,Hispanic,20–29,F,C1,2011,67.0,586.0
7640,Hispanic,20–29,F,C1,2012,58.0,540.0
7641,Hispanic,20–29,F,C1,2013,78.0,512.0
7642,Hispanic,20–29,F,C1,2014,75.0,506.0
7643,Hispanic,20–29,F,C1,2015,58.0,534.0
7644,Hispanic,20–29,F,A7,2010,79.0,344.0
7645,Hispanic,20–29,F,A7,2011,67.0,333.0
7646,Hispanic,20–29,F,A7,2012,84.0,319.0
7647,Hispanic,20–29,F,A7,2013,71.0,324.0
7648,Hispanic,20–29,F,A7,2014,73.0,341.0
7649,Hispanic,20–29,F,A7,2015,48.0,325.0
7650,Hispanic,20–29,F,D5,2010,91.0,1393.0
7651,Hispanic,20–29,F,D5,2011,66.0,1367.0
7652,Hispanic,20–29,F,D5,2012,85.0,1386.0
7653,Hispanic,20–29,F,D5,2013,81.0,1354.0
7654,Hispanic,20–29,F,D5,2014,67.0,1394.0
7655,Hispanic,20–29,F,D5,2015,85.0,1401.0
7656,Hispanic,20–29,F,H2,2010,25.0,258.0
7657,Hispanic,20–29,F,H2,2011,33.0,241.0
7658,Hispanic,20–29,F,H2,2012,23.0,236.0
7659,Hispanic,20–29,F,H2,2013,18.0,223.0
7660,Hispanic,20–29,F,H2,2014,25.0,229.0
7661,Hispanic,20–29,F,H2,2015,35.0,229.0
7662,Hispanic,20–29,F,H3,2010,93.0,1502.0
7663,Hispanic,20–29,F,H3,2011,70.0,1465.0
7664,Hispanic,20–29,F,H3,2012,104.0,1401.0
7665,Hispanic,20–29,F,H3,2013,105.0,1405.0
7666,Hispanic,20–29,F,H3,2014,79.0,1427.0
7667,Hispanic,20–29,F,H3,2015,93.0,1502.0
7668,Hispanic,20–29,F,C7,2010,119.0,3775.0
7669,Hispanic,20–29,F,C7,2011,124.0,3514.0
7670,Hispanic,20–29,F,C7,2012,115.0,3278.0
7671,Hispanic,20–29,F,C7,2013,71.0,3130.0
7672,Hispanic,20–29,F,C7,2014,66.0,3064.0
7673,Hispanic,20–29,F,C7,2015,71.0,3003.0
7674,Hispanic,20–29,F,E6,2010,65.0,1225.0
7675,Hispanic,20–29,F,E6,2011,97.0,1200.0
7676,Hispanic,20–29,F,E6,2012,94.0,1194.0
7677,Hispanic,20–29,F,E6,2013,78.0,1163.0
7678,Hispanic,20–29,F,E6,2014,80.0,1221.0
7679,Hispanic,20–29,F,E6,2015,91.0,1299.0
7680,Hispanic,20–29,F,C5,2010,99.0,819.0
7681,Hispanic,20–29,F,C5,2011,114.0,780.0
7682,Hispanic,20–29,F,C5,2012,89.0,734.0
7683,Hispanic,20–29,F,C5,2013,78.0,725.0
7684,Hispanic,20–29,F,C5,2014,60.0,670.0
7685,Hispanic,20–29,F,C5,2015,74.0,646.0
7686,Hispanic,20–29,F,B8,2010,86.0,960.0
7687,Hispanic,20–29,F,B8,2011,140.0,1002.0
7688,Hispanic,20–29,F,B8,2012,151.0,975.0
7689,Hispanic,20–29,F,B8,2013,178.0,983.0
7690,Hispanic,20–29,F,B8,2014,126.0,1050.0
7691,Hispanic,20–29,F,B8,2015,167.0,1068.0
7692,Hispanic,20–29,F,E3,2010,120.0,849.0
7693,Hispanic,20–29,F,E3,2011,136.0,762.0
7694,Hispanic,20–29,F,E3,2012,73.0,694.0
7695,Hispanic,20–29,F,E3,2013,70.0,684.0
7696,Hispanic,20–29,F,E3,2014,35.0,685.0
7697,Hispanic,20–29,F,E3,2015,96.0,669.0
7698,Hispanic,20–29,F,F5,2010,155.0,1345.0
7699,Hispanic,20–29,F,F5,2011,150.0,1244.0
7700,Hispanic,20–29,F,F5,2012,152.0,1275.0
7701,Hispanic,20–29,F,F5,2013,176.0,1249.0
7702,Hispanic,20–29,F,F5,2014,159.0,1281.0
7703,Hispanic,20–29,F,F5,2015,158.0,1331.0
7704,Hispanic,20–29,F,E2,2010,49.0,482.0
7705,Hispanic,20–29,F,E2,2011,61.0,442.0
7706,Hispanic,20–29,F,E2,2012,55.0,392.0
7707,Hispanic,20–29,F,E2,2013,68.0,408.0
7708,Hispanic,20–29,F,E2,2014,79.0,428.0
7709,Hispanic,20–29,F,E2,2015,107.0,434.0
7710,Hispanic,20–29,F,C4,2010,62.0,608.0
7711,Hispanic,20–29,F,C4,2011,70.0,586.0
7712,Hispanic,20–29,F,C4,2012,116.0,555.0
7713,Hispanic,20–29,F,C4,2013,82.0,550.0
7714,Hispanic,20–29,F,C4,2014,48.0,549.0
7715,Hispanic,20–29,F,C4,2015,95.0,556.0
7716,Hispanic,20–29,F,C6,2010,137.0,1574.0
7717,Hispanic,20–29,F,C6,2011,200.0,1527.0
7718,Hispanic,20–29,F,C6,2012,157.0,1584.0
7719,Hispanic,20–29,F,C6,2013,143.0,1524.0
7720,Hispanic,20–29,F,C6,2014,136.0,1571.0
7721,Hispanic,20–29,F,C6,2015,117.0,1601.0
7722,Hispanic,20–29,F,A2,2010,12.0,73.0
7723,Hispanic,20–29,F,A2,2011,16.0,91.0
7724,Hispanic,20–29,F,A2,2012,15.0,98.0
7725,Hispanic,20–29,F,A2,2013,13.0,95.0
7726,Hispanic,20–29,F,A2,2014,9.0,95.0
7727,Hispanic,20–29,F,A2,2015,20.0,84.0
7728,Hispanic,20–29,F,A6,2010,55.0,683.0
7729,Hispanic,20–29,F,A6,2011,37.0,730.0
7730,Hispanic,20–29,F,A6,2012,42.0,751.0
7731,Hispanic,20–29,F,A6,2013,28.0,755.0
7732,Hispanic,20–29,F,A6,2014,56.0,783.0
7733,Hispanic,20–29,F,A6,2015,58.0,780.0
7734,Hispanic,20–29,F,F3,2010,33.0,485.0
7735,Hispanic,20–29,F,F3,2011,40.0,455.0
7736,Hispanic,20–29,F,F3,2012,41.0,464.0
7737,Hispanic,20–29,F,F3,2013,42.0,444.0
7738,Hispanic,20–29,F,F3,2014,46.0,441.0
7739,Hispanic,20–29,F,F3,2015,49.0,455.0
7740,Hispanic,20–29,F,G2,2010,27.0,318.0
7741,Hispanic,20–29,F,G2,2011,23.0,336.0
7742,Hispanic,20–29,F,G2,2012,51.0,335.0
7743,Hispanic,20–29,F,G2,2013,42.0,331.0
7744,Hispanic,20–29,F,G2,2014,53.0,333.0
7745,Hispanic,20–29,F,G2,2015,55.0,334.0
7746,Hispanic,20–29,F,B1,2010,65.0,3356.0
7747,Hispanic,20–29,F,B1,2011,77.0,3645.0
7748,Hispanic,20–29,F,B1,2012,40.0,3611.0
7749,Hispanic,20–29,F,B1,2013,18.0,3813.0
7750,Hispanic,20–29,F,B1,2014,0.0,3826.0
7751,Hispanic,20–29,F,B1,2015,1.0,3787.0
7752,Hispanic,20–29,F,B7,2010,108.0,940.0
7753,Hispanic,20–29,F,B7,2011,178.0,822.0
7754,Hispanic,20–29,F,B7,2012,111.0,728.0
7755,Hispanic,20–29,F,B7,2013,89.0,715.0
7756,Hispanic,20–29,F,B7,2014,96.0,678.0
7757,Hispanic,20–29,F,B7,2015,113.0,646.0
7758,Hispanic,20–29,F,C2,2010,142.0,1119.0
7759,Hispanic,20–29,F,C2,2011,132.0,1107.0
7760,Hispanic,20–29,F,C2,2012,99.0,1128.0
7761,Hispanic,20–29,F,C2,2013,134.0,1096.0
7762,Hispanic,20–29,F,C2,2014,84.0,1069.0
7763,Hispanic,20–29,F,C2,2015,59.0,1021.0
7764,Hispanic,20–29,F,D3,2010,56.0,393.0
7765,Hispanic,20–29,F,D3,2011,46.0,354.0
7766,Hispanic,20–29,F,D3,2012,33.0,353.0
7767,Hispanic,20–29,F,D3,2013,30.0,344.0
7768,Hispanic,20–29,F,D3,2014,56.0,339.0
7769,Hispanic,20–29,F,D3,2015,46.0,355.0
7770,Hispanic,20–29,F,A1,2010,14.0,255.0
7771,Hispanic,20–29,F,A1,2011,18.0,240.0
7772,Hispanic,20–29,F,A1,2012,15.0,229.0
7773,Hispanic,20–29,F,A1,2013,12.0,204.0
7774,Hispanic,20–29,F,A1,2014,15.0,194.0
7775,Hispanic,20–29,F,A1,2015,26.0,193.0
7776,Hispanic,20–29,F,D2,2010,108.0,3129.0
7777,Hispanic,20–29,F,D2,2011,116.0,3006.0
7778,Hispanic,20–29,F,D2,2012,101.0,2966.0
7779,Hispanic,20–29,F,D2,2013,103.0,2995.0
7780,Hispanic,20–29,F,D2,2014,105.0,3003.0
7781,Hispanic,20–29,F,D2,2015,112.0,3003.0
7782,Hispanic,20–29,F,A5,2010,73.0,951.0
7783,Hispanic,20–29,F,A5,2011,71.0,914.0
7784,Hispanic,20–29,F,A5,2012,80.0,899.0
7785,Hispanic,20–29,F,A5,2013,62.0,869.0
7786,Hispanic,20–29,F,A5,2014,72.0,874.0
7787,Hispanic,20–29,F,A5,2015,91.0,886.0
7800,Hispanic,20–29,F,F2,2010,66.0,368.0
7801,Hispanic,20–29,F,F2,2011,71.0,358.0
7802,Hispanic,20–29,F,F2,2012,89.0,331.0
7803,Hispanic,20–29,F,F2,2013,105.0,313.0
7804,Hispanic,20–29,F,F2,2014,101.0,333.0
7805,Hispanic,20–29,F,F2,2015,110.0,357.0
7806,Hispanic,20–29,F,D4,2010,12.0,140.0
7807,Hispanic,20–29,F,D4,2011,15.0,131.0
7808,Hispanic,20–29,F,D4,2012,12.0,127.0
7809,Hispanic,20–29,F,D4,2013,8.0,128.0
7810,Hispanic,20–29,F,D4,2014,32.0,140.0
7811,Hispanic,20–29,F,D4,2015,28.0,140.0
7812,Hispanic,20–29,F,B3,2010,45.0,2266.0
7813,Hispanic,20–29,F,B3,2011,79.0,2332.0
7814,Hispanic,20–29,F,B3,2012,59.0,2575.0
7815,Hispanic,20–29,F,B3,2013,61.0,2663.0
7816,Hispanic,20–29,F,B3,2014,50.0,2662.0
7817,Hispanic,20–29,F,B3,2015,78.0,2741.0
7818,Hispanic,20–29,F,B2,2010,136.0,865.0
7819,Hispanic,20–29,F,B2,2011,226.0,809.0
7820,Hispanic,20–29,F,B2,2012,207.0,791.0
7821,Hispanic,20–29,F,B2,2013,133.0,769.0
7822,Hispanic,20–29,F,B2,2014,118.0,765.0
7823,Hispanic,20–29,F,B2,2015,183.0,807.0
7824,Hispanic,20–29,F,H4,2010,24.0,195.0
7825,Hispanic,20–29,F,H4,2011,36.0,195.0
7826,Hispanic,20–29,F,H4,2012,22.0,205.0
7827,Hispanic,20–29,F,H4,2013,18.0,206.0
7828,Hispanic,20–29,F,H4,2014,24.0,193.0
7829,Hispanic,20–29,F,H4,2015,33.0,197.0
7830,Hispanic,20–29,F,D6,2010,171.0,1107.0
7831,Hispanic,20–29,F,D6,2011,165.0,1064.0
7832,Hispanic,20–29,F,D6,2012,168.0,1017.0
7833,Hispanic,20–29,F,D6,2013,136.0,1031.0
7834,Hispanic,20–29,F,D6,2014,147.0,1028.0
7835,Hispanic,20–29,F,D6,2015,164.0,984.0
7836,Hispanic,20–29,F,B4,2010,251.0,1182.0
7837,Hispanic,20–29,F,B4,2011,287.0,1116.0
7838,Hispanic,20–29,F,B4,2012,179.0,1074.0
7839,Hispanic,20–29,F,B4,2013,174.0,1016.0
7840,Hispanic,20–29,F,B4,2014,126.0,1019.0
7841,Hispanic,20–29,F,B4,2015,152.0,1049.0
7842,Hispanic,20–29,F,G6,2010,18.0,296.0
7843,Hispanic,20–29,F,G6,2011,38.0,272.0
7844,Hispanic,20–29,F,G6,2012,48.0,276.0
7845,Hispanic,20–29,F,G6,2013,43.0,267.0
7846,Hispanic,20–29,F,G6,2014,23.0,265.0
7847,Hispanic,20–29,F,G6,2015,41.0,293.0
7848,Hispanic,20–29,F,C8,2010,24.0,112.0
7849,Hispanic,20–29,F,C8,2011,18.0,124.0
7850,Hispanic,20–29,F,C8,2012,13.0,134.0
7851,Hispanic,20–29,F,C8,2013,24.0,125.0
7852,Hispanic,20–29,F,C8,2014,14.0,106.0
7853,Hispanic,20–29,F,C8,2015,18.0,100.0
7854,Hispanic,20–29,F,E7,2010,0.0,472.0
7855,Hispanic,20–29,F,E7,2011,0.0,481.0
7856,Hispanic,20–29,F,E7,2012,96.0,449.0
7857,Hispanic,20–29,F,E7,2013,85.0,435.0
7858,Hispanic,20–29,F,E7,2014,89.0,436.0
7859,Hispanic,20–29,F,E7,2015,101.0,430.0
7860,Hispanic,20–29,F,D7,2010,71.0,1808.0
7861,Hispanic,20–29,F,D7,2011,62.0,1649.0
7862,Hispanic,20–29,F,D7,2012,19.0,1478.0
7863,Hispanic,20–29,F,D7,2013,84.0,1444.0
7864,Hispanic,20–29,F,D7,2014,138.0,1496.0
7865,Hispanic,20–29,F,D7,2015,133.0,1504.0
7866,Hispanic,20–29,M,F4,2010,415.0,1119.0
7867,Hispanic,20–29,M,F4,2011,317.0,1037.0
7868,Hispanic,20–29,M,F4,2012,370.0,1060.0
7869,Hispanic,20–29,M,F4,2013,219.0,1051.0
7870,Hispanic,20–29,M,F4,2014,303.0,1069.0
7871,Hispanic,20–29,M,F4,2015,322.0,1073.0
7872,Hispanic,20–29,M,C3,2010,751.0,9439.0
7873,Hispanic,20–29,M,C3,2011,635.0,8695.0
7874,Hispanic,20–29,M,C3,2012,578.0,8131.0
7875,Hispanic,20–29,M,C3,2013,746.0,7825.0
7876,Hispanic,20–29,M,C3,2014,641.0,7659.0
7877,Hispanic,20–29,M,C3,2015,832.0,7785.0
7878,Hispanic,20–29,M,E5,2010,345.0,772.0
7879,Hispanic,20–29,M,E5,2011,378.0,773.0
7880,Hispanic,20–29,M,E5,2012,227.0,700.0
7881,Hispanic,20–29,M,E5,2013,193.0,681.0
7882,Hispanic,20–29,M,E5,2014,229.0,710.0
7883,Hispanic,20–29,M,E5,2015,221.0,781.0
7884,Hispanic,20–29,M,H6,2010,230.0,1112.0
7885,Hispanic,20–29,M,H6,2011,197.0,1076.0
7886,Hispanic,20–29,M,H6,2012,179.0,1055.0
7887,Hispanic,20–29,M,H6,2013,162.0,1060.0
7888,Hispanic,20–29,M,H6,2014,164.0,984.0
7889,Hispanic,20–29,M,H6,2015,151.0,955.0
7890,Hispanic,20–29,M,E4,2010,470.0,3975.0
7891,Hispanic,20–29,M,E4,2011,409.0,3672.0
7892,Hispanic,20–29,M,E4,2012,272.0,3440.0
7893,Hispanic,20–29,M,E4,2013,191.0,3351.0
7894,Hispanic,20–29,M,E4,2014,215.0,3360.0
7895,Hispanic,20–29,M,E4,2015,346.0,3381.0
7896,Hispanic,20–29,M,H1,2010,186.0,1111.0
7897,Hispanic,20–29,M,H1,2011,193.0,1018.0
7898,Hispanic,20–29,M,H1,2012,178.0,980.0
7899,Hispanic,20–29,M,H1,2013,121.0,993.0
7900,Hispanic,20–29,M,H1,2014,122.0,1037.0
7901,Hispanic,20–29,M,H1,2015,115.0,1075.0
7902,Hispanic,20–29,M,A4,2010,293.0,432.0
7903,Hispanic,20–29,M,A4,2011,272.0,420.0
7904,Hispanic,20–29,M,A4,2012,270.0,428.0
7905,Hispanic,20–29,M,A4,2013,306.0,435.0
7906,Hispanic,20–29,M,A4,2014,238.0,406.0
7907,Hispanic,20–29,M,A4,2015,228.0,410.0
7908,Hispanic,20–29,M,G5,2010,294.0,548.0
7909,Hispanic,20–29,M,G5,2011,260.0,499.0
7910,Hispanic,20–29,M,G5,2012,168.0,448.0
7911,Hispanic,20–29,M,G5,2013,170.0,438.0
7912,Hispanic,20–29,M,G5,2014,166.0,404.0
7913,Hispanic,20–29,M,G5,2015,175.0,400.0
7914,Hispanic,20–29,M,D1,2010,253.0,1057.0
7915,Hispanic,20–29,M,D1,2011,447.0,978.0
7916,Hispanic,20–29,M,D1,2012,434.0,973.0
7917,Hispanic,20–29,M,D1,2013,321.0,977.0
7918,Hispanic,20–29,M,D1,2014,139.0,963.0
7919,Hispanic,20–29,M,D1,2015,74.0,895.0
7920,Hispanic,20–29,M,A3,2010,156.0,325.0
7921,Hispanic,20–29,M,A3,2011,108.0,323.0
7922,Hispanic,20–29,M,A3,2012,85.0,277.0
7923,Hispanic,20–29,M,A3,2013,82.0,239.0
7924,Hispanic,20–29,M,A3,2014,86.0,241.0
7925,Hispanic,20–29,M,A3,2015,84.0,220.0
7926,Hispanic,20–29,M,H5,2010,281.0,12218.0
7927,Hispanic,20–29,M,H5,2011,488.0,11635.0
7928,Hispanic,20–29,M,H5,2012,523.0,11146.0
7929,Hispanic,20–29,M,H5,2013,474.0,10983.0
7930,Hispanic,20–29,M,H5,2014,524.0,11035.0
7931,Hispanic,20–29,M,H5,2015,551.0,11015.0
7932,Hispanic,20–29,M,E1,2010,298.0,958.0
7933,Hispanic,20–29,M,E1,2011,256.0,845.0
7934,Hispanic,20–29,M,E1,2012,160.0,793.0
7935,Hispanic,20–29,M,E1,2013,195.0,791.0
7936,Hispanic,20–29,M,E1,2014,168.0,758.0
7937,Hispanic,20–29,M,E1,2015,209.0,789.0
7938,Hispanic,20–29,M,G3,2010,235.0,1436.0
7939,Hispanic,20–29,M,G3,2011,350.0,1325.0
7940,Hispanic,20–29,M,G3,2012,414.0,1218.0
7941,Hispanic,20–29,M,G3,2013,364.0,1137.0
7942,Hispanic,20–29,M,G3,2014,312.0,1088.0
7943,Hispanic,20–29,M,G3,2015,360.0,1086.0
