,Race,Age,Gender,Location,Year,Count,Population
1832,Asian,30–39,M,A7,2012,8.0,27.0
1833,Asian,30–39,M,A7,2013,7.0,33.0
1834,Asian,30–39,M,A7,2014,7.0,39.0
1835,Asian,30–39,M,A7,2015,5.0,34.0
1836,Asian,30–39,M,D5,2010,24.0,147.0
1837,Asian,30–39,M,D5,2011,29.0,139.0
1838,Asian,30–39,M,D5,2012,15.0,132.0
1839,Asian,30–39,M,D5,2013,27.0,135.0
1840,Asian,30–39,M,D5,2014,23.0,148.0
1841,Asian,30–39,M,D5,2015,13.0,168.0
1842,Asian,30–39,M,H2,2010,16.0,58.0
1843,Asian,30–39,M,H2,2011,5.0,60.0
1844,Asian,30–39,M,H2,2012,1.0,57.0
1845,Asian,30–39,M,H2,2013,7.0,55.0
1846,Asian,30–39,M,H2,2014,1.0,42.0
1847,Asian,30–39,M,H2,2015,9.0,54.0
1848,Asian,30–39,M,H3,2010,19.0,304.0
1849,Asian,30–39,M,H3,2011,21.0,305.0
1850,Asian,30–39,M,H3,2012,34.0,311.0
1851,Asian,30–39,M,H3,2013,19.0,319.0
1852,Asian,30–39,M,H3,2014,18.0,385.0
1853,Asian,30–39,M,H3,2015,20.0,414.0
1854,Asian,30–39,M,C7,2010,24.0,1561.0
1855,Asian,30–39,M,C7,2011,45.0,1589.0
1856,Asian,30–39,M,C7,2012,35.0,1578.0
1857,Asian,30–39,M,C7,2013,29.0,1633.0
1858,Asian,30–39,M,C7,2014,19.0,1700.0
1859,Asian,30–39,M,C7,2015,10.0,1720.0
1860,Asian,30–39,M,E6,2010,28.0,376.0
1861,Asian,30–39,M,E6,2011,40.0,418.0
1862,Asian,30–39,M,E6,2012,42.0,459.0
1863,Asian,30–39,M,E6,2013,34.0,503.0
1864,Asian,30–39,M,E6,2014,38.0,590.0
1865,Asian,30–39,M,E6,2015,33.0,730.0
1866,Asian,30–39,M,C5,2010,9.0,87.0
1867,Asian,30–39,M,C5,2011,8.0,84.0
1868,Asian,30–39,M,C5,2012,8.0,89.0
1869,Asian,30–39,M,C5,2013,3.0,89.0
1870,Asian,30–39,M,C5,2014,5.0,93.0
1871,Asian,30–39,M,C5,2015,8.0,98.0
1872,Asian,30–39,M,B8,2010,14.0,93.0
1873,Asian,30–39,M,B8,2011,21.0,107.0
1874,Asian,30–39,M,B8,2012,12.0,122.0
1875,Asian,30–39,M,B8,2013,22.0,137.0
1876,Asian,30–39,M,B8,2014,19.0,148.0
1877,Asian,30–39,M,B8,2015,20.0,158.0
1878,Asian,30–39,M,E3,2010,40.0,101.0
1879,Asian,30–39,M,E3,2011,51.0,91.0
1880,Asian,30–39,M,E3,2012,27.0,89.0
1881,Asian,30–39,M,E3,2013,19.0,88.0
1882,Asian,30–39,M,E3,2014,22.0,91.0
1883,Asian,30–39,M,E3,2015,27.0,94.0
1884,Asian,30–39,M,F5,2010,60.0,386.0
1885,Asian,30–39,M,F5,2011,72.0,411.0
1886,Asian,30–39,M,F5,2012,44.0,459.0
1887,Asian,30–39,M,F5,2013,51.0,494.0
1888,Asian,30–39,M,F5,2014,48.0,521.0
1889,Asian,30–39,M,F5,2015,36.0,556.0
1890,Asian,30–39,M,E2,2010,24.0,104.0
1891,Asian,30–39,M,E2,2011,23.0,94.0
1892,Asian,30–39,M,E2,2012,10.0,97.0
1893,Asian,30–39,M,E2,2013,14.0,92.0
1894,Asian,30–39,M,E2,2014,12.0,106.0
1895,Asian,30–39,M,E2,2015,27.0,114.0
1896,Asian,30–39,M,C4,2010,20.0,53.0
1897,Asian,30–39,M,C4,2011,15.0,54.0
1898,Asian,30–39,M,C4,2012,25.0,52.0
1899,Asian,30–39,M,C4,2013,20.0,59.0
1900,Asian,30–39,M,C4,2014,7.0,53.0
1901,Asian,30–39,M,C4,2015,22.0,52.0
1902,Asian,30–39,M,C6,2010,27.0,96.0
1903,Asian,30–39,M,C6,2011,21.0,85.0
1904,Asian,30–39,M,C6,2012,28.0,76.0
1905,Asian,30–39,M,C6,2013,25.0,91.0
1906,Asian,30–39,M,C6,2014,12.0,110.0
1907,Asian,30–39,M,C6,2015,13.0,110.0
1908,Asian,30–39,M,A2,2010,3.0,28.0
1909,Asian,30–39,M,A2,2011,5.0,28.0
1910,Asian,30–39,M,A2,2012,3.0,29.0
1911,Asian,30–39,M,A2,2013,7.0,25.0
1912,Asian,30–39,M,A2,2014,1.0,24.0
1913,Asian,30–39,M,A2,2015,6.0,27.0
1914,Asian,30–39,M,A6,2010,10.0,194.0
1915,Asian,30–39,M,A6,2011,9.0,189.0
1916,Asian,30–39,M,A6,2012,9.0,192.0
1917,Asian,30–39,M,A6,2013,12.0,194.0
1918,Asian,30–39,M,A6,2014,10.0,192.0
1919,Asian,30–39,M,A6,2015,2.0,201.0
1920,Asian,30–39,M,F3,2010,11.0,59.0
1921,Asian,30–39,M,F3,2011,15.0,54.0
1922,Asian,30–39,M,F3,2012,23.0,57.0
1923,Asian,30–39,M,F3,2013,13.0,60.0
1924,Asian,30–39,M,F3,2014,11.0,65.0
1925,Asian,30–39,M,F3,2015,19.0,73.0
1926,Asian,30–39,M,G2,2010,14.0,55.0
1927,Asian,30–39,M,G2,2011,11.0,62.0
1928,Asian,30–39,M,G2,2012,9.0,63.0
1929,Asian,30–39,M,G2,2013,18.0,52.0
1930,Asian,30–39,M,G2,2014,25.0,59.0
1931,Asian,30–39,M,G2,2015,25.0,68.0
1932,Asian,30–39,M,B1,2010,17.0,478.0
1933,Asian,30–39,M,B1,2011,13.0,500.0
1934,Asian,30–39,M,B1,2012,12.0,509.0
1935,Asian,30–39,M,B1,2013,1.0,549.0
1936,Asian,30–39,M,B1,2014,0.0,582.0
1937,Asian,30–39,M,B1,2015,0.0,611.0
1938,Asian,30–39,M,B7,2010,23.0,105.0
1939,Asian,30–39,M,B7,2011,17.0,106.0
1940,Asian,30–39,M,B7,2012,12.0,89.0
1941,Asian,30–39,M,B7,2013,14.0,87.0
1942,Asian,30–39,M,B7,2014,11.0,77.0
1943,Asian,30–39,M,B7,2015,3.0,61.0
1944,Asian,30–39,M,C2,2010,9.0,85.0
1945,Asian,30–39,M,C2,2011,6.0,81.0
1946,Asian,30–39,M,C2,2012,16.0,96.0
1947,Asian,30–39,M,C2,2013,17.0,97.0
1948,Asian,30–39,M,C2,2014,3.0,112.0
1949,Asian,30–39,M,C2,2015,6.0,118.0
1950,Asian,30–39,M,D3,2010,9.0,28.0
1951,Asian,30–39,M,D3,2011,7.0,30.0
1952,Asian,30–39,M,D3,2012,6.0,33.0
1953,Asian,30–39,M,D3,2013,8.0,44.0
1954,Asian,30–39,M,D3,2014,9.0,46.0
1955,Asian,30–39,M,D3,2015,4.0,43.0
1956,Asian,30–39,M,A1,2010,15.0,20.0
1957,Asian,30–39,M,A1,2011,19.0,20.0
1958,Asian,30–39,M,A1,2012,24.0,20.0
1959,Asian,30–39,M,A1,2013,18.0,20.0
1960,Asian,30–39,M,A1,2014,26.0,22.0
1961,Asian,30–39,M,A1,2015,21.0,29.0
1962,Asian,30–39,M,D2,2010,59.0,1598.0
1963,Asian,30–39,M,D2,2011,43.0,1715.0
1964,Asian,30–39,M,D2,2012,36.0,1763.0
1965,Asian,30–39,M,D2,2013,40.0,1765.0
1966,Asian,30–39,M,D2,2014,44.0,1830.0
1967,Asian,30–39,M,D2,2015,36.0,1967.0
1968,Asian,30–39,M,A5,2010,12.0,266.0
1969,Asian,30–39,M,A5,2011,18.0,279.0
1970,Asian,30–39,M,A5,2012,12.0,257.0
1971,Asian,30–39,M,A5,2013,12.0,269.0
1972,Asian,30–39,M,A5,2014,13.0,276.0
1973,Asian,30–39,M,A5,2015,25.0,285.0
1986,Asian,30–39,M,F2,2010,7.0,31.0
1987,Asian,30–39,M,F2,2011,10.0,31.0
1988,Asian,30–39,M,F2,2012,11.0,35.0
1989,Asian,30–39,M,F2,2013,13.0,38.0
1990,Asian,30–39,M,F2,2014,8.0,37.0
1991,Asian,30–39,M,F2,2015,15.0,40.0
1992,Asian,30–39,M,D4,2010,3.0,18.0
1993,Asian,30–39,M,D4,2011,5.0,18.0
1994,Asian,30–39,M,D4,2012,2.0,18.0
1995,Asian,30–39,M,D4,2013,2.0,13.0
1996,Asian,30–39,M,D4,2014,3.0,16.0
1997,Asian,30–39,M,D4,2015,9.0,19.0
1998,Asian,30–39,M,B3,2010,5.0,203.0
1999,Asian,30–39,M,B3,2011,13.0,199.0
2000,Asian,30–39,M,B3,2012,7.0,230.0
2001,Asian,30–39,M,B3,2013,11.0,260.0
2002,Asian,30–39,M,B3,2014,9.0,259.0
2003,Asian,30–39,M,B3,2015,4.0,277.0
2004,Asian,30–39,M,B2,2010,3.0,25.0
2005,Asian,30–39,M,B2,2011,10.0,25.0
2006,Asian,30–39,M,B2,2012,4.0,22.0
2007,Asian,30–39,M,B2,2013,3.0,26.0
2008,Asian,30–39,M,B2,2014,1.0,28.0
2009,Asian,30–39,M,B2,2015,2.0,27.0
2010,Asian,30–39,M,H4,2010,28.0,57.0
2011,Asian,30–39,M,H4,2011,21.0,59.0
2012,Asian,30–39,M,H4,2012,22.0,79.0
2013,Asian,30–39,M,H4,2013,20.0,89.0
2014,Asian,30–39,M,H4,2014,18.0,108.0
2015,Asian,30–39,M,H4,2015,12.0,103.0
2016,Asian,30–39,M,D6,2010,32.0,96.0
2017,Asian,30–39,M,D6,2011,24.0,89.0
2018,Asian,30–39,M,D6,2012,36.0,100.0
2019,Asian,30–39,M,D6,2013,21.0,95.0
2020,Asian,30–39,M,D6,2014,33.0,104.0
2021,Asian,30–39,M,D6,2015,20.0,114.0
2022,Asian,30–39,M,B4,2010,8.0,28.0
2023,Asian,30–39,M,B4,2011,16.0,26.0
2024,Asian,30–39,M,B4,2012,16.0,30.0
2025,Asian,30–39,M,B4,2013,7.0,41.0
2026,Asian,30–39,M,B4,2014,14.0,38.0
2027,Asian,30–39,M,B4,2015,10.0,37.0
2028,Asian,30–39,M,G6,2010,18.0,33.0
2029,Asian,30–39,M,G6,2011,13.0,35.0
2030,Asian,30–39,M,G6,2012,19.0,36.0
2031,Asian,30–39,M,G6,2013,31.0,38.0
2032,Asian,30–39,M,G6,2014,16.0,35.0
2033,Asian,30–39,M,G6,2015,23.0,38.0
2034,Asian,30–39,M,C8,2010,8.0,34.0
2035,Asian,30–39,M,C8,2011,15.0,30.0
2036,Asian,30–39,M,C8,2012,10.0,29.0
2037,Asian,30–39,M,C8,2013,13.0,26.0
2038,Asian,30–39,M,C8,2014,7.0,27.0
2039,Asian,30–39,M,C8,2015,5.0,23.0
2040,Asian,30–39,M,E7,2010,0.0,24.0
2041,Asian,30–39,M,E7,2011,0.0,24.0
2042,Asian,30–39,M,E7,2012,24.0,24.0
2043,Asian,30–39,M,E7,2013,20.0,22.0
2044,Asian,30–39,M,E7,2014,15.0,21.0
2045,Asian,30–39,M,E7,2015,22.0,24.0
2046,Asian,30–39,M,D7,2010,35.0,809.0
2047,Asian,30–39,M,D7,2011,39.0,790.0
2048,Asian,30–39,M,D7,2012,12.0,795.0
2049,Asian,30–39,M,D7,2013,21.0,859.0
2050,Asian,30–39,M,D7,2014,37.0,907.0
2051,Asian,30–39,M,D7,2015,33.0,919.0
2052,Asian,40–49,F,F4,2010,10.0,265.0
2053,Asian,40–49,F,F4,2011,15.0,276.0
2054,Asian,40–49,F,F4,2012,13.0,297.0
2055,Asian,40–49,F,F4,2013,5.0,324.0
2056,Asian,40–49,F,F4,2014,18.0,358.0
2057,Asian,40–49,F,F4,2015,11.0,374.0
2058,Asian,40–49,F,C3,2010,34.0,4193.0
2059,Asian,40–49,F,C3,2011,33.0,4530.0
2060,Asian,40–49,F,C3,2012,47.0,4949.0
2061,Asian,40–49,F,C3,2013,42.0,5379.0
2062,Asian,40–49,F,C3,2014,26.0,5817.0
2063,Asian,40–49,F,C3,2015,23.0,6297.0
2064,Asian,40–49,F,E5,2010,3.0,44.0
2065,Asian,40–49,F,E5,2011,1.0,48.0
2066,Asian,40–49,F,E5,2012,0.0,49.0
2067,Asian,40–49,F,E5,2013,4.0,56.0
2068,Asian,40–49,F,E5,2014,3.0,54.0
2069,Asian,40–49,F,E5,2015,4.0,47.0
2070,Asian,40–49,F,H6,2010,3.0,144.0
2071,Asian,40–49,F,H6,2011,4.0,157.0
2072,Asian,40–49,F,H6,2012,1.0,151.0
2073,Asian,40–49,F,H6,2013,1.0,152.0
2074,Asian,40–49,F,H6,2014,5.0,167.0
2075,Asian,40–49,F,H6,2015,4.0,166.0
2076,Asian,40–49,F,E4,2010,9.0,538.0
2077,Asian,40–49,F,E4,2011,12.0,570.0
2078,Asian,40–49,F,E4,2012,10.0,591.0
2079,Asian,40–49,F,E4,2013,8.0,636.0
2080,Asian,40–49,F,E4,2014,8.0,666.0
2081,Asian,40–49,F,E4,2015,8.0,708.0
2082,Asian,40–49,F,H1,2010,13.0,226.0
2083,Asian,40–49,F,H1,2011,7.0,238.0
2084,Asian,40–49,F,H1,2012,7.0,273.0
2085,Asian,40–49,F,H1,2013,12.0,289.0
2086,Asian,40–49,F,H1,2014,11.0,294.0
2087,Asian,40–49,F,H1,2015,2.0,319.0
2088,Asian,40–49,F,A4,2010,1.0,19.0
2089,Asian,40–49,F,A4,2011,4.0,26.0
2090,Asian,40–49,F,A4,2012,3.0,28.0
2091,Asian,40–49,F,A4,2013,3.0,30.0
2092,Asian,40–49,F,A4,2014,3.0,32.0
2093,Asian,40–49,F,A4,2015,7.0,38.0
2094,Asian,40–49,F,G5,2010,8.0,36.0
2095,Asian,40–49,F,G5,2011,7.0,44.0
2096,Asian,40–49,F,G5,2012,8.0,48.0
2097,Asian,40–49,F,G5,2013,16.0,46.0
2098,Asian,40–49,F,G5,2014,5.0,44.0
2099,Asian,40–49,F,G5,2015,7.0,51.0
2100,Asian,40–49,F,D1,2010,5.0,53.0
2101,Asian,40–49,F,D1,2011,15.0,55.0
2102,Asian,40–49,F,D1,2012,5.0,60.0
2103,Asian,40–49,F,D1,2013,1.0,62.0
2104,Asian,40–49,F,D1,2014,3.0,64.0
2105,Asian,40–49,F,D1,2015,1.0,62.0
2106,Asian,40–49,F,A3,2010,5.0,70.0
2107,Asian,40–49,F,A3,2011,1.0,73.0
2108,Asian,40–49,F,A3,2012,8.0,82.0
2109,Asian,40–49,F,A3,2013,2.0,97.0
2110,Asian,40–49,F,A3,2014,3.0,93.0
2111,Asian,40–49,F,A3,2015,2.0,91.0
2112,Asian,40–49,F,H5,2010,11.0,2995.0
2113,Asian,40–49,F,H5,2011,16.0,3213.0
2114,Asian,40–49,F,H5,2012,19.0,3460.0
2115,Asian,40–49,F,H5,2013,27.0,3703.0
2116,Asian,40–49,F,H5,2014,31.0,3958.0
2117,Asian,40–49,F,H5,2015,17.0,4236.0
2118,Asian,40–49,F,E1,2010,13.0,193.0
2119,Asian,40–49,F,E1,2011,15.0,196.0
2120,Asian,40–49,F,E1,2012,4.0,194.0
2121,Asian,40–49,F,E1,2013,5.0,211.0
2122,Asian,40–49,F,E1,2014,7.0,212.0
2123,Asian,40–49,F,E1,2015,4.0,213.0
2124,Asian,40–49,F,G3,2010,4.0,123.0
2125,Asian,40–49,F,G3,2011,9.0,129.0
2126,Asian,40–49,F,G3,2012,9.0,138.0
2127,Asian,40–49,F,G3,2013,9.0,141.0
2128,Asian,40–49,F,G3,2014,4.0,143.0
2129,Asian,40–49,F,G3,2015,6.0,154.0
2130,Asian,40–49,F,F1,2010,6.0,207.0
2131,Asian,40–49,F,F1,2011,8.0,216.0
2132,Asian,40–49,F,F1,2012,15.0,219.0
2133,Asian,40–49,F,F1,2013,9.0,222.0
2134,Asian,40–49,F,F1,2014,8.0,219.0
2135,Asian,40–49,F,F1,2015,4.0,222.0
2136,Asian,40–49,F,B6,2010,0.0,307.0
2137,Asian,40–49,F,B6,2011,6.0,332.0
2138,Asian,40–49,F,B6,2012,8.0,386.0
2139,Asian,40–49,F,B6,2013,2.0,402.0
2140,Asian,40–49,F,B6,2014,4.0,431.0
2141,Asian,40–49,F,B6,2015,4.0,440.0
2142,Asian,40–49,F,B5,2010,5.0,17.0
2143,Asian,40–49,F,B5,2011,5.0,17.0
2144,Asian,40–49,F,B5,2012,2.0,20.0
2145,Asian,40–49,F,B5,2013,5.0,23.0
2146,Asian,40–49,F,B5,2014,3.0,26.0
2147,Asian,40–49,F,B5,2015,6.0,21.0
2148,Asian,40–49,F,A8,2010,1.0,62.0
2149,Asian,40–49,F,A8,2011,5.0,73.0
2150,Asian,40–49,F,A8,2012,4.0,78.0
2151,Asian,40–49,F,A8,2013,2.0,78.0
2152,Asian,40–49,F,A8,2014,7.0,81.0
2153,Asian,40–49,F,A8,2015,2.0,86.0
2154,Asian,40–49,F,G1,2010,3.0,22.0
2155,Asian,40–49,F,G1,2011,2.0,21.0
2156,Asian,40–49,F,G1,2012,0.0,24.0
2157,Asian,40–49,F,G1,2013,3.0,20.0
2158,Asian,40–49,F,G1,2014,1.0,19.0
2159,Asian,40–49,F,G1,2015,3.0,17.0
2160,Asian,40–49,F,G4,2010,1.0,222.0
2161,Asian,40–49,F,G4,2011,0.0,234.0
2162,Asian,40–49,F,G4,2012,1.0,243.0
2163,Asian,40–49,F,G4,2013,2.0,261.0
2164,Asian,40–49,F,G4,2014,4.0,275.0
2165,Asian,40–49,F,G4,2015,4.0,282.0
2166,Asian,40–49,F,C1,2010,6.0,72.0
2167,Asian,40–49,F,C1,2011,7.0,79.0
2168,Asian,40–49,F,C1,2012,7.0,80.0
2169,Asian,40–49,F,C1,2013,7.0,70.0
2170,Asian,40–49,F,C1,2014,4.0,78.0
2171,Asian,40–49,F,C1,2015,6.0,82.0
2172,Asian,40–49,F,A7,2010,4.0,40.0
2173,Asian,40–49,F,A7,2011,3.0,43.0
2174,Asian,40–49,F,A7,2012,2.0,42.0
2175,Asian,40–49,F,A7,2013,4.0,38.0
2176,Asian,40–49,F,A7,2014,4.0,39.0
2177,Asian,40–49,F,A7,2015,3.0,34.0
2178,Asian,40–49,F,D5,2010,12.0,148.0
2179,Asian,40–49,F,D5,2011,8.0,154.0
2180,Asian,40–49,F,D5,2012,15.0,168.0
2181,Asian,40–49,F,D5,2013,18.0,182.0
2182,Asian,40–49,F,D5,2014,5.0,195.0
2183,Asian,40–49,F,D5,2015,3.0,218.0
2184,Asian,40–49,F,H2,2010,3.0,58.0
2185,Asian,40–49,F,H2,2011,4.0,60.0
2186,Asian,40–49,F,H2,2012,5.0,67.0
2187,Asian,40–49,F,H2,2013,2.0,61.0
2188,Asian,40–49,F,H2,2014,2.0,72.0
2189,Asian,40–49,F,H2,2015,3.0,75.0
2190,Asian,40–49,F,H3,2010,4.0,385.0
2191,Asian,40–49,F,H3,2011,13.0,403.0
2192,Asian,40–49,F,H3,2012,8.0,439.0
2193,Asian,40–49,F,H3,2013,9.0,468.0
2194,Asian,40–49,F,H3,2014,5.0,509.0
2195,Asian,40–49,F,H3,2015,6.0,576.0
2196,Asian,40–49,F,C7,2010,15.0,659.0
2197,Asian,40–49,F,C7,2011,10.0,712.0
2198,Asian,40–49,F,C7,2012,11.0,811.0
2199,Asian,40–49,F,C7,2013,11.0,900.0
2200,Asian,40–49,F,C7,2014,7.0,963.0
2201,Asian,40–49,F,C7,2015,6.0,1057.0
2202,Asian,40–49,F,E6,2010,7.0,318.0
2203,Asian,40–49,F,E6,2011,14.0,364.0
2204,Asian,40–49,F,E6,2012,8.0,400.0
2205,Asian,40–49,F,E6,2013,9.0,427.0
2206,Asian,40–49,F,E6,2014,15.0,485.0
2207,Asian,40–49,F,E6,2015,5.0,545.0
2208,Asian,40–49,F,C5,2010,2.0,62.0
2209,Asian,40–49,F,C5,2011,2.0,78.0
2210,Asian,40–49,F,C5,2012,1.0,92.0
2211,Asian,40–49,F,C5,2013,2.0,100.0
2212,Asian,40–49,F,C5,2014,2.0,110.0
2213,Asian,40–49,F,C5,2015,2.0,124.0
2214,Asian,40–49,F,B8,2010,4.0,110.0
2215,Asian,40–49,F,B8,2011,20.0,119.0
2216,Asian,40–49,F,B8,2012,11.0,125.0
2217,Asian,40–49,F,B8,2013,7.0,116.0
2218,Asian,40–49,F,B8,2014,8.0,115.0
2219,Asian,40–49,F,B8,2015,10.0,113.0
2220,Asian,40–49,F,E3,2010,8.0,98.0
2221,Asian,40–49,F,E3,2011,9.0,106.0
2222,Asian,40–49,F,E3,2012,12.0,110.0
2223,Asian,40–49,F,E3,2013,6.0,113.0
2224,Asian,40–49,F,E3,2014,6.0,123.0
2225,Asian,40–49,F,E3,2015,9.0,127.0
2226,Asian,40–49,F,F5,2010,16.0,386.0
2227,Asian,40–49,F,F5,2011,20.0,390.0
2228,Asian,40–49,F,F5,2012,14.0,406.0
2229,Asian,40–49,F,F5,2013,10.0,433.0
2230,Asian,40–49,F,F5,2014,11.0,440.0
2231,Asian,40–49,F,F5,2015,9.0,447.0
2232,Asian,40–49,F,E2,2010,7.0,93.0
2233,Asian,40–49,F,E2,2011,3.0,92.0
2234,Asian,40–49,F,E2,2012,8.0,96.0
2235,Asian,40–49,F,E2,2013,10.0,99.0
2236,Asian,40–49,F,E2,2014,5.0,95.0
2237,Asian,40–49,F,E2,2015,1.0,89.0
2238,Asian,40–49,F,C4,2010,3.0,56.0
2239,Asian,40–49,F,C4,2011,5.0,63.0
2240,Asian,40–49,F,C4,2012,10.0,75.0
2241,Asian,40–49,F,C4,2013,6.0,69.0
2242,Asian,40–49,F,C4,2014,4.0,79.0
2243,Asian,40–49,F,C4,2015,5.0,78.0
2244,Asian,40–49,F,C6,2010,6.0,122.0
2245,Asian,40–49,F,C6,2011,8.0,125.0
2246,Asian,40–49,F,C6,2012,6.0,136.0
2247,Asian,40–49,F,C6,2013,10.0,145.0
2248,Asian,40–49,F,C6,2014,8.0,150.0
2249,Asian,40–49,F,C6,2015,8.0,175.0
2250,Asian,40–49,F,A2,2010,2.0,22.0
2251,Asian,40–49,F,A2,2011,0.0,23.0
2252,Asian,40–49,F,A2,2012,1.0,24.0
2253,Asian,40–49,F,A2,2013,2.0,21.0
2254,Asian,40–49,F,A2,2014,6.0,24.0
2255,Asian,40–49,F,A2,2015,2.0,24.0
2256,Asian,40–49,F,A6,2010,1.0,193.0
2257,Asian,40–49,F,A6,2011,2.0,187.0
2258,Asian,40–49,F,A6,2012,3.0,180.0
2259,Asian,40–49,F,A6,2013,2.0,175.0
2260,Asian,40–49,F,A6,2014,3.0,174.0
2261,Asian,40–49,F,A6,2015,5.0,194.0
2262,Asian,40–49,F,F3,2010,5.0,83.0
2263,Asian,40–49,F,F3,2011,9.0,92.0
2264,Asian,40–49,F,F3,2012,9.0,96.0
2265,Asian,40–49,F,F3,2013,9.0,92.0
2266,Asian,40–49,F,F3,2014,7.0,85.0
2267,Asian,40–49,F,F3,2015,6.0,93.0
2268,Asian,40–49,F,G2,2010,7.0,51.0
2269,Asian,40–49,F,G2,2011,2.0,51.0
2270,Asian,40–49,F,G2,2012,4.0,52.0
2271,Asian,40–49,F,G2,2013,1.0,59.0
2272,Asian,40–49,F,G2,2014,3.0,63.0
2273,Asian,40–49,F,G2,2015,1.0,64.0
2274,Asian,40–49,F,B1,2010,5.0,669.0
2275,Asian,40–49,F,B1,2011,4.0,670.0
2276,Asian,40–49,F,B1,2012,6.0,685.0
2277,Asian,40–49,F,B1,2013,3.0,701.0
2278,Asian,40–49,F,B1,2014,0.0,688.0
2279,Asian,40–49,F,B1,2015,0.0,672.0
2280,Asian,40–49,F,B7,2010,3.0,60.0
2281,Asian,40–49,F,B7,2011,7.0,58.0
2282,Asian,40–49,F,B7,2012,0.0,55.0
2283,Asian,40–49,F,B7,2013,1.0,54.0
2284,Asian,40–49,F,B7,2014,5.0,58.0
2285,Asian,40–49,F,B7,2015,1.0,49.0
2286,Asian,40–49,F,C2,2010,3.0,168.0
2287,Asian,40–49,F,C2,2011,2.0,151.0
2288,Asian,40–49,F,C2,2012,3.0,147.0
2289,Asian,40–49,F,C2,2013,4.0,148.0
2290,Asian,40–49,F,C2,2014,5.0,142.0
2291,Asian,40–49,F,C2,2015,5.0,132.0
2292,Asian,40–49,F,D3,2010,3.0,45.0
2293,Asian,40–49,F,D3,2011,6.0,43.0
2294,Asian,40–49,F,D3,2012,4.0,40.0
2295,Asian,40–49,F,D3,2013,6.0,44.0
2296,Asian,40–49,F,D3,2014,0.0,46.0
2297,Asian,40–49,F,D3,2015,0.0,46.0
2298,Asian,40–49,F,A1,2010,3.0,45.0
2299,Asian,40–49,F,A1,2011,3.0,52.0
2300,Asian,40–49,F,A1,2012,7.0,52.0
2301,Asian,40–49,F,A1,2013,6.0,49.0
2302,Asian,40–49,F,A1,2014,7.0,46.0
2303,Asian,40–49,F,A1,2015,6.0,48.0
2304,Asian,40–49,F,D2,2010,26.0,1477.0
2305,Asian,40–49,F,D2,2011,21.0,1565.0
2306,Asian,40–49,F,D2,2012,17.0,1653.0
2307,Asian,40–49,F,D2,2013,21.0,1763.0
2308,Asian,40–49,F,D2,2014,14.0,1815.0
2309,Asian,40–49,F,D2,2015,14.0,1908.0
2310,Asian,40–49,F,A5,2010,3.0,193.0
2311,Asian,40–49,F,A5,2011,4.0,227.0
2312,Asian,40–49,F,A5,2012,5.0,245.0
2313,Asian,40–49,F,A5,2013,4.0,278.0
2314,Asian,40–49,F,A5,2014,3.0,286.0
2315,Asian,40–49,F,A5,2015,10.0,335.0
2328,Asian,40–49,F,F2,2010,3.0,42.0
2329,Asian,40–49,F,F2,2011,5.0,42.0
2330,Asian,40–49,F,F2,2012,2.0,47.0
2331,Asian,40–49,F,F2,2013,3.0,47.0
2332,Asian,40–49,F,F2,2014,3.0,48.0
2333,Asian,40–49,F,F2,2015,1.0,51.0
2334,Asian,40–49,F,D4,2010,3.0,29.0
2335,Asian,40–49,F,D4,2011,1.0,27.0
2336,Asian,40–49,F,D4,2012,1.0,30.0
2337,Asian,40–49,F,D4,2013,2.0,29.0
2338,Asian,40–49,F,D4,2014,1.0,24.0
2339,Asian,40–49,F,D4,2015,2.0,26.0
2340,Asian,40–49,F,B3,2010,5.0,318.0
2341,Asian,40–49,F,B3,2011,6.0,298.0
2342,Asian,40–49,F,B3,2012,4.0,284.0
2343,Asian,40–49,F,B3,2013,2.0,282.0
2344,Asian,40–49,F,B3,2014,2.0,277.0
2345,Asian,40–49,F,B3,2015,1.0,276.0
2346,Asian,40–49,F,B2,2010,1.0,21.0
2347,Asian,40–49,F,B2,2011,0.0,22.0
2348,Asian,40–49,F,B2,2012,1.0,26.0
2349,Asian,40–49,F,B2,2013,2.0,21.0
2350,Asian,40–49,F,B2,2014,1.0,19.0
2351,Asian,40–49,F,B2,2015,1.0,22.0
2352,Asian,40–49,F,H4,2010,7.0,70.0
2353,Asian,40–49,F,H4,2011,8.0,70.0
2354,Asian,40–49,F,H4,2012,5.0,70.0
2355,Asian,40–49,F,H4,2013,2.0,66.0
2356,Asian,40–49,F,H4,2014,10.0,69.0
2357,Asian,40–49,F,H4,2015,2.0,73.0
2358,Asian,40–49,F,D6,2010,3.0,117.0
2359,Asian,40–49,F,D6,2011,7.0,114.0
2360,Asian,40–49,F,D6,2012,5.0,116.0
2361,Asian,40–49,F,D6,2013,7.0,122.0
2362,Asian,40–49,F,D6,2014,9.0,113.0
2363,Asian,40–49,F,D6,2015,8.0,121.0
2364,Asian,40–49,F,B4,2010,0.0,44.0
2365,Asian,40–49,F,B4,2011,6.0,50.0
2366,Asian,40–49,F,B4,2012,7.0,62.0
2367,Asian,40–49,F,B4,2013,6.0,78.0
2368,Asian,40–49,F,B4,2014,8.0,82.0
2369,Asian,40–49,F,B4,2015,7.0,88.0
2370,Asian,40–49,F,G6,2010,2.0,42.0
2371,Asian,40–49,F,G6,2011,14.0,46.0
